program_id,id_programdetail,season,publish,duration,tv_station,description,picture_name,picture_size,vdo_eps2_name,vdo_eps1_name,program_title,vdo_eps2_size,category_type,vdo_eps1_size,vdo_eps3_size,vdo_eps3_name,total_episode,pict_eps2_name,pict_eps3_name,pict_eps1_size,pict_eps2_size,pict_eps3_size,pict_eps1_name,production_year,picture_location,vdo_eps1_realname,vdo_eps2_realname,vdo_eps1_location,vdo_eps2_location,vdo_eps3_location,vdo_eps3_realname,pict_eps3_location,pict_eps1_location,pict_eps2_location,pict_eps2_realname,pict_eps3_realname,pict_eps1_realname
2,28,0,Hidden,60,Trans Tv,"Inspired by Wayang or Puppets show that originates from the Javanese culture, Opera Van Java is a twist comedy starring famous comedians such as Sule, Nunung, Azis, Andre and Parto on board.",GoGoGirls2011 - TRANSMEDIA 2.jpg,6300626,gogogirls8.flv,gogogirls1.flv,GO GO GIRLS,285724576,Series,301423293,294418068,gogogirls12.flv,22,gogogirls2.jpg,gogogirls3.jpg,62284,54885,79031,gogogirls1.jpg,2011,http://172.16.15.250/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_28/,GO GO GIRLS #1.flv,GO GO GIRLS #8.flv,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_28/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_28/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_28/,GO GO GIRLS #12.flv,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_28/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_28/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_28/,GO GO GIRLS 2.jpg,GO GO GIRLS 3.jpg,GO GO GIRLS 1.jpg
2,29,0,Show,30,Trans Tv,"Roland Lagonda takes you to the greatest holiday places in Indonesia. Not only will you be seeing killer views, but he will also share his best moments when he tries the local food, art, and experience local traditional ceremonies that you have never heard before. To top it off, the price lists are available for our dear audience.  Two words, informative and fun!",s Diary.jpg,153213,angelsdiary50.flv,angelsdiary1.flv,ANGEL'S DIARY,153608314,Series,148271311,39918642,video_2650.avi,13,angel8.jpg,angel2.jpg,34194,34476,28730,angel1.jpg,2009,http://172.16.15.250/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_29/,ANGELS DIARY #1.flv,ANGELS DIARY #50.flv,http://localhost/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_29/,http://localhost/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_29/,http://transcorp-international.com/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_29/,video_2650.avi,http://www.transcorp-international.com/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_29/,http://www.transcorp-international.com/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_29/,http://www.transcorp-international.com/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_29/,ANGEL8.jpg,ANGEL2.jpg,ANGEL1.jpg
7,30,0,Hidden,30,Trans7,"Let\xe2\x81\x99s take a peek of what your darling stars like to do on their holiday! 2 celebrities go on a holiday together and experience the wonderful journey to places that will blow your mind. Once they get to their desired destination, they will mingle with the locals and do fun activities together.  An unforgettable journey!",zajirah_islam.jpg,26375,jazirahislam13mosleminandamansea.flv.flv,jazirahislam6netherland2.flv,JAZIRAH ISLAM,141518193,No Series,156193872,139992072,jazirahislam1theislamiclivinginchina.flv,15,jazirahislam201116.jpg,jazirahislam201118.jpg,22546,18473,18325,jazirahislam20116belanda2.jpg,2011-2013,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_30/,JAZIRAH ISLAM #6 - Netherland 2.flv,JAZIRAH ISLAM #13 - MOSLEM IN ANDAMAN SEA.flv.flv,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_30/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_30/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_30/,JAZIRAH ISLAM #1- The Islamic Living in China.flv,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_30/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_30/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_30/,JAZIRAH ISLAM 2011 #16.jpg,JAZIRAH ISLAM 2011 #18.jpg,JAZIRAH ISLAM 2011 #6 - BELANDA 2.jpg
3,15,0,Hidden,30,Trans7,JELAJAH (Cruising) will bring you to the deepest rainforest of Indonesia to the bustling hustle of the wildest cities in the country! Not only JELAJAH will allow you to witness the vast and uniqueness of Indonesia but to also share the culture with the audience.,Traces of the explorer.jpg,107295,jejakpetualang771theharmonyofbelitungisland.flv,jejakpetualang616theexoticwestbali.flv,JEJAK PETUALANG,153620974,No Series,141965451,151086636,jejakpetualangan221reachingouttothepeakofindonesia.flv,13,jejakpetualang771.jpg,jejakpetualangan221.jpg,21578,16225,10219,jejakpetualang616.jpg,2003-2013,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_15/,JEJAK PETUALANG #616 - THE EXOTIC WEST BALI.flv,JEJAK PETUALANG #771-THE HARMONY OF BELITUNG ISLAND.flv,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_15/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_15/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_15/,JEJAK PETUALANGAN #221-REACHING OUT TO THE PEAK OF INDONESIA.flv,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_15/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_15/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_15/,JEJAK PETUALANG 771.jpg,JEJAK PETUALANGAN 221.jpg,JEJAK PETUALANG 616.jpg
3,14,0,Hidden,30,Trans Tv,"JEJAK PETUALANG (Traces of the Explorer) brings you the captivating Indonesian nature, culture and people  beautifully blended together. From panoramic scenery to remote wilderness, here you will find out what makes Indonesia a fascinating place.",Jelajah 1.jpg,430470,jelajah940javangibbon.flv,jelajahpapua.flv,JELAJAH,143579536,Series,281741007,149821815,jelajah913komodoisland.flv,13,jelajah940.jpg,jelajah913.jpg,26280,19322,17615,jelajahpapua.jpg,2002-2008,http://localhost/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_14/,JELAJAH - PAPUA.flv,JELAJAH #940-JAVAN GIBBON.flv,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_14/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_14/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_14/,JELAJAH#913- KOMODO ISLAND.flv,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_14/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_14/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_14/,JELAJAH 940.jpg,JELAJAH 913.jpg,JELAJAH - PAPUA.jpg
4,2,0,Hidden,30,Trans Tv,"Reality travelogue of a celebrity and their friends when they have a \xe2\x81\x9choliday\xe2\x81\x9d at one of the tribes that exist in Indonesia. They will learn about the custom and culture that they had never imagined before. To see how they survive and spend the days without any privileges that they used to have, will be truly amazing!",end tag.jpg,298416,,,SKETSA,,No Series,,,,13,,,,,,,2013,http://172.16.15.250/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_2/,,,!,,\x03,,,,,,,
4,3,0,Hidden,30,Trans Tv,"An extraordinary travelogue uncovering the contrast insights about holidays, recommended places and also expenses details. It is a simply sweet and chic holiday guidance, especially in Indonesia.",JAIL.jpg,260739,jail100.flv,jail1.flv,J A I L !!,126181643,No Series,136789591,134413396,jail280.flv,13,jail1002.jpg,jail280.jpg,22459,20738,24639,jail1.jpg,,http://172.16.15.250/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_3/,JAIL #1.flv,JAIL #100.flv,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_3/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_3/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_3/,JAIL #280.flv,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_3/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_3/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_3/,JAIL 100 2.jpg,JAIL 280.jpg,JAIL 1.jpg
4,4,0,Hidden,60,Trans Tv,"is a programme hosted by Mr. Bondan Winarno, famous Indonesian culinary expert  and also a journalist. With his expertise in culinary and love for traveling, he takes the audience all around Indonesia and even cross continents to explore the best food.",SUPER_2 copy.jpg,644989,supertrap2.flv,supertrap1.flv,SUPER TRAP,245647948,No Series,240924165,283965520,supertrap3.flv,13,supertrap2.jpg,supertrap3.jpg,17538,21409,19718,supertrap1.jpg,2011-2013,http://172.16.15.250/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_4/,supertrap #1.flv,supertrap #2.flv,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_4/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_4/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_4/,supertrap #3.flv,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_4/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_4/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_4/,supertrap 2.jpg,supertrap 3.jpg,supertrap 1.jpg
4,5,0,Hidden,150,Trans Tv,"A la Chef is a culinary programme featuring a smart-fun-modern woman chef who travels around Indonesia exploring the culinary and cultural activities of each region. The uniqueness of this programme is that the host will conduct cooking demonstrations that combine traditional Indonesian food recipes and fusion European-style ala chef Farah Quinn. The ingredients used in the dishes are all gathered from the area. When the cooking is done, the chef will not only ask the local residents to taste her fresh dish but she will also eat together with them. Aside from the strong culinary attraction, the simple and very practical cooking demonstration could be a good reference for the audiences to try out new recipes. ",super xtion.jpg,271296,,,SUPER X-TION,,No Series,,,,13,!,,,,,,2011,http://172.16.15.250/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_5/,,,,,,,,,,,,
4,6,0,Hidden,45,Trans Tv,"A culinary programme that focuses on various types of delicious desserts and food that will cater to everyone. Expert chef called Bara Patiradjawane will be hosting this 30 minutes slot programme to garnish your plate and boost up your appetite. Not to forget, the tips and trick from the wizard of chef will unlock your cuisine potentiality",endtag JAM 2010.jpg,436807,jikaakumenjadi69.flv,jikaakumenjadi.flv,JIKA AKU MENJADI,206908265,No Series,162641008,207845884,jikaakumenjadi106.flv,13,jikaakumenjadi69.jpg,jikaakumenjadi106.jpg,19638,19669,19127,jikaakumenjadi5.jpg,2008-2012,http://172.16.15.250/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_6/,JIKA AKU MENJADI.flv,JIKA AKU MENJADI #69.flv,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_6/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_6/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_6/,JIKA AKU MENJADI #106.flv,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_6/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_6/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_6/,JIKA AKU MENJADI 69.jpg,JIKA AKU MENJADI 106.jpg,JIKA AKU MENJADI 5.jpg
4,7,0,Hidden,30,Trans Tv,"Hosted by Rinrin Marinka, the fun, entertaining and skilful host will take the audience around Indonesia with exciting activities such as nature sports. Not only does she shares with the audience the arts and cultural activities of the places she visited but Rinrin will also cook a variety of dishes in the wild using resources she discovered during her adventures.",BJP 2011.jpg,302177,bosanjadipegawai56.flv,bosanjadipegawai8.flv,BOSAN JADI PEGAWAI,142775046,No Series,149372661,146439385,bosanjadipegawai177.flv,13,bosanjadipegawai56.jpg,bosanjadipegawai177.jpg,20417,24518,22348,bosanjadipegawai8.jpg,2008-2012,http://172.16.15.250/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_7/,BOSAN JADI PEGAWAI #8.flv,BOSAN JADI PEGAWAI #56.flv,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_7/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_7/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_7/,BOSAN JADI PEGAWAI #177.flv,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_7/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_7/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_7/,BOSAN JADI PEGAWAI 56.jpg,BOSAN JADI PEGAWAI 177.jpg,BOSAN JADI PEGAWAI 8.jpg
4,8,0,Hidden,30,Trans7,"A programme that gets the audience closer to nature. Similar to Cooking in Paradise, the host will travel around Indonesia searching for places with  breathtaking views. Then, he will show the audience how to cook in natural ambiences with limitations such as the forest, river, or even on top of a car. Pay attention on how he maximize the presence of rocks, trees and leaves around him, creativity is the key!",scary.jpg,403387,scaryjobpenjagalawangsewu.flv,scaryjobpenjagagudangcirebon.flv,SCARY JOB,145343191,No Series,146084010,227639010,scaryjobperiasmayat.flv,13,scaryjob2.jpg,scaryjob3.jpg,12500,8466,18527,scaryjob1.jpg,2009-2011,http://172.16.15.250/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_8/,SCARY JOB-PENJAGA GUDANG CIREBON.flv,SCARY JOB-PENJAGA LAWANG SEWU.flv,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_8/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_8/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_8/,SCARY JOB-PERIAS MAYAT.flv,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_8/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_8/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_8/,SCARY JOB 2.jpg,SCARY JOB 3.jpg,SCARY JOB 1.jpg
3,13,0,Hidden,30,Trans Tv,"Hosted by Tjok Gde, Nature Life is a programme that educate the audience on the importance and benefits of nature to our health. Tjok Gde experiments with fruit, vegetables, herbs and other ingredients to make traditional treatment. Not only does he interacts with the public and answers their health related queries but he also prescribes treatment that are easy and inexpensive to put into practice for the viewers at home.",CELEBRITY ON VACATION 3.jpg,1491848,celebrityonvacation118beautifullyrajaampat.flv,celebrityonvacation125themostbeautifulplacesinindonesia.flv,CELEBRITY ON VACATION,150206320,Series,144317207,137404797,celebrityonvacation170uniquenesofindonesia.flv,13,celebrityonvacation118.jpg,celebrityonvacation170.jpg,18060,18227,22279,celebrityonvacation125.jpg,2008-2012,http://172.16.15.250/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_13/,CELEBRITY ON VACATION #125-THE MOST BEAUTIFUL PLACES IN INDONESIA.flv,CELEBRITY ON VACATION #118-Beautifully Raja Ampat .flv,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_13/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_13/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_13/,CELEBRITY ON VACATION #170-UNIQUENES OF INDONESIA.flv,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_13/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_13/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_13/,CELEBRITY ON VACATION 118.jpg,CELEBRITY ON VACATION 170.jpg,CELEBRITY ON VACATION 125.jpg
3,12,0,Show,30,Trans7,"Hosted by Mr. Harada, a Japanese chef who is also a comedian. Fun Cooking introduces the audience to Japanese styled dishes that the audience can try at home. With his expertise in Japanese culinary and his funny style of cooking, the audience will find that cooking can be fun!",Travelsiana.jpg,239835,travelsiana3.flv,travelsiana2.flv,TRAVELSIANA,160478611,No Series,148749477,144949068,travelsiana5.flv,5,travelsiana3.jpg,travelsiana5.jpg,12966,20601,14699,travelsiana2.jpg,2013,http://172.16.15.250/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_12/,TRAVELSIANA #2.flv,TRAVELSIANA #3.flv,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_12/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_12/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_12/,TRAVELSIANA #5.flv,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_12/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_12/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_12/,TRAVELSIANA 3.jpg,TRAVELSIANA 5.jpg,TRAVELSIANA 2.jpg
5,11,0,Show,120,Trans7,"""Go Go Girls"" tells the story of 7 college girls in Grande Art Academy, majoring in music. Starring 7 Icons a famous girl band, this series brings up major teenage problems in school. As a freshman at the college,  Linzy, the main character has to face her competitors who finds her skilful singing talent a threat. Not only her singing talent is bugging them, they are also threatened by Linzy\xe2\x81\x99s charm which might score her the hottest guy in school. ",OVJ_small.jpg,102357,,,OPERA VAN JAVA,,,,,,13,,,,,,,2008-2013,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_11/,,,,,,,,,,,,
9,31,0,Hidden,120,Trans Tv,"Angel's Diary tells the story of a teenage girl named Angel with the ins and outs of life as a student in the new environment. Angel was living and studying in Australia. Due to her parents\xe2\x81\x99 concerns about her promiscuity, Angel was told to go home and continue her education in Jakarta. In Jakarta, she had to live with her fussy aunt and trouble-maker cousin.",,,,,3 Days before Death,,No Series,,,,0,,,,A,,,,,,,,,,,,,,,,
2,10,0,Show,30,Trans Tv,This program talks about the life of Moslems in the world and how Islam is developing rapidly even though considered a minority in certain countries.,KEJAR TAYANG title.jpg,313973,kejartayang57.flv,kejartayang2.flv,KEJAR TAYANG (Pursuing Views),144650793,Series,170621877,160156626,kejartayang109.flv,13,kejartayang57.jpg,kejartayang109.jpg,18189,19331,17016,kejartayang2.jpg,2009-2011,http://172.16.15.250/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_10/,KEJAR TAYANG #2.flv,KEJAR TAYANG #57.flv,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_10/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_10/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_10/,KEJAR TAYANG #109.flv,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_10/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_10/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_10/,KEJAR TAYANG 57.jpg,KEJAR TAYANG 109.jpg,KEJAR TAYANG 2.jpg
4,9,0,Hidden,60,Trans Tv,"Marini his wife is annoyed at Teguh who is typing away on his laptop, looking rumpled and exhausted, like a man who hasn\xe2\x81\x99t slept and she regretted marrying the writer who prefers to work on his laptop rather than pay attention to his wife. They live in destitution that they can\xe2\x81\x99t even buy rice and none of the residents sympathized with him. Even the shopkeeper refused to grant him a loan to buy rice. Teguh started reminiscing about the past. Teguh voiced out how God is unfair to him. Teguh later on met an Ustadz who listens to his problems and advised him to remain patient and change his attitude, but Teguh doubted the Ustadz\xe2\x81\x99s sincerity. Teguh\xe2\x81\x99s wife, Marini decides to leave him and he attempted to commit suicide but was stopped by the Ustadz who then invited him back to the mosque. At the mosque, the Ustadz advised him to seek forgiveness but Teguh was still adamant about committing suicide. The Ustadz brought a water bottle out and shared with Teguh the rules of drinking from the bottle in order to die painlessly. He drank from the water bottle as per the instructions and suddenly he felt calm as in two days, he will be free of problems.Everything around Teguh suddenly changed, he became friendly and people treated him well. When he passed by the mosque, he was surprised that the Ustadz who wasn\xe2\x81\x99t there, and the mosque looked like it wasn\xe2\x81\x99t taken care of for months. ",DSC06819.JPG,1013062,,,DUNIA LAIN (The Other World),,No Series,A,,,13,dunialain24.jpg,dunialain3.jpg,13618,7500,17369,dunialain57.jpg,2005-2006,http://172.16.15.250/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_9/,,,,,,,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_9/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_9/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_9/,DUNIA LAIN 24.jpg,DUNIA LAIN 3.jpg,DUNIA LAIN 57.jpg
2,25,1,Hidden,60,Trans Tv,"Putri Indriani is a smart girl who won a scholarship to the famous Hope High School in Jakarta. On the first day of school orientation, Putri immediately got into trouble with the SMASH boys (Seven Man As  Seven Heroes).  A group of boys that people don\xe2\x81\x99t want to mess with, because not only they are a rising boy band, they are also the sons of the top 5 wealthiest families in Indonesia. Will Putri survive her days in school?",CCCSeason1-TRANSMEDIA2.jpg,5648970,cintacenatcenut7.flv,cintacenatcenut1.flv,CINTA CENAT CENUT  (I Heart You),308313578,Series,286396473,372691125,cintacenatcenut12.flv,13,cintacenatcenut13.jpg,cintacenatcenut14.jpg,71382,44531,71545,cintacenatcenut11.jpg,2011-2012,http://172.16.15.250/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_25/,CINTA CENAT CENUT #1.flv,CINTA CENAT CENUT #7.flv,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_25/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_25/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/video/data_25/,CINTA CENAT CENUT #12.flv,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_25/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_25/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_25/,CINTA CENAT CENUT 1 3.jpg,CINTA CENAT CENUT 1 4.jpg,CINTA CENAT CENUT 1 #1.jpg
2,26,2,Hidden,60,Trans Tv,,CCCSeason2-2011.jpg,682408,,,CINTA CENAT CENUT (I Heart You),,Series,,a,,13,cintacenatcenut23.jpg,cintacenatcenut24.jpg,77994,41795,57797,cintacenatcenut21.jpg,2012,http://172.16.15.250/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_26/,,,,,,,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_26/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_26/,http://172.16.8.198/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_26/,CINTA CENAT CENUT 2 3.jpg,CINTA CENAT CENUT 2 4.jpg,CINTA CENAT CENUT 2 1.jpg
2,27,3,Hidden,90,Trans Tv,,CCC III cropped.jpg,276288,,,CINTA CENAT CENUT (I Heart You),,Series,,,,15,,,,,,,2013,http://172.16.15.250/transmedianew/dc9144e0ece8bcd25dd3a4dcb7b305a3/picture/data_27/,,,,E,\t,,,,,,,

